key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,CDT_trials_train.thisRepN,CDT_trials_train.thisTrialN,CDT_trials_train.thisN,CDT_trials_train.thisIndex,CDT_trials_train.ran,trialnum,condit,stimamt,stim1posx,stim1posy,stim1col,stim1opa,stim2posx,stim2posy,stim2col,stim2opa,stim3posx,stim3posy,stim3col,stim3opa,stim4posx,stim4posy,stim4col,stim4opa,stim5posx,stim5posy,stim5col,stim5opa,stim6posx,stim6posy,stim6col,stim6opa,stim7posx,stim7posy,stim7col,stim7opa,stim8posx,stim8posy,stim8col,stim8opa,stimsizex,stimsizey,stimdur,targetposx,targetposy,targetcol,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,key_resp.rt,CDT_trials.thisRepN,CDT_trials.thisTrialN,CDT_trials.thisN,CDT_trials.thisIndex,CDT_trials.ran,trialResp_Train.keys,trialResp_Train.corr,GNGtrials_train.thisRepN,GNGtrials_train.thisTrialN,GNGtrials_train.thisN,GNGtrials_train.thisIndex,GNGtrials_train.ran,orangeOpacity,blueOpacity,trialResp_Train.rt,trialResp.keys,trialResp.corr,trialResp.rt,GNG_trials_1.thisRepN,GNG_trials_1.thisTrialN,GNG_trials_1.thisN,GNG_trials_1.thisIndex,GNG_trials_1.ran,GNG_trials_2.thisRepN,GNG_trials_2.thisTrialN,GNG_trials_2.thisN,GNG_trials_2.thisIndex,GNG_trials_2.ran,GNG_trials_3.thisRepN,GNG_trials_3.thisTrialN,GNG_trials_3.thisN,GNG_trials_3.thisIndex,GNG_trials_3.ran,slider_2.response,slider_2.rt,engprof_trials.thisRepN,engprof_trials.thisTrialN,engprof_trials.thisN,engprof_trials.thisIndex,engprof_trials.ran,qpnumber,qproficiency,slider.response,slider.rt,IUS12_trials.thisRepN,IUS12_trials.thisTrialN,IUS12_trials.thisN,IUS12_trials.thisIndex,IUS12_trials.ran,qnumber,qenglish,key_resp_end.keys,key_resp_end.rt
,,,,,,,,,,,,55,different,4,0.14,0.14,black,1,0.41,-0.14,cyan,1,-0.27,-0.27,magenta,1,-0.14,0.41,blue,1,0.27,0.14,yellow,0,0.14,-0.27,red,0,-0.27,-0.41,orange,0,-0.27,0.41,green,0,0.05,0.05,0.15,0.14,0.14,yellow,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,0.87045,0,6,6,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4,same,4,0.41,0.27,magenta,1,0.27,-0.41,orange,1,-0.41,-0.41,red,1,-0.14,0.41,green,1,0.27,0.41,blue,0,0.14,-0.41,black,0,-0.27,-0.14,cyan,0,-0.41,0.27,yellow,0,0.05,0.05,0.15,0.27,-0.41,orange,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,2.939445,0,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,83,same,8,0.14,0.27,yellow,1,0.27,-0.41,orange,1,-0.27,-0.41,green,1,-0.41,0.14,cyan,1,0.41,0.27,blue,1,0.14,-0.14,magenta,1,-0.14,-0.14,red,1,-0.41,0.41,black,1,0.05,0.05,0.15,-0.41,0.41,black,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.08558,0,8,8,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,68,same,8,0.14,0.27,green,1,0.41,-0.27,magenta,1,-0.14,-0.27,cyan,1,-0.41,0.14,red,1,0.41,0.14,yellow,1,0.27,-0.14,blue,1,-0.14,-0.41,orange,1,-0.14,0.14,black,1,0.05,0.05,0.15,0.27,-0.14,blue,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.896145,0,9,9,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8,same,4,0.27,0.41,orange,1,0.41,-0.14,cyan,1,-0.14,-0.41,green,1,-0.14,0.41,black,1,0.41,0.41,blue,0,0.27,-0.41,yellow,0,-0.41,-0.27,red,0,-0.41,0.41,magenta,0,0.05,0.05,0.15,-0.14,-0.41,green,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.267325,0,10,10,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20,same,4,0.27,0.14,cyan,1,0.14,-0.14,orange,1,-0.27,-0.27,green,1,-0.41,0.27,yellow,1,0.14,0.41,black,0,0.41,-0.41,red,0,-0.27,-0.41,magenta,0,-0.27,0.27,blue,0,0.05,0.05,0.15,-0.27,-0.27,green,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.724535,0,11,11,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22,same,4,0.41,0.27,green,1,0.27,-0.14,black,1,-0.27,-0.41,cyan,1,-0.41,0.14,blue,1,0.14,0.14,magenta,0,0.41,-0.41,orange,0,-0.14,-0.27,red,0,-0.41,0.41,yellow,0,0.05,0.05,0.15,0.27,-0.14,black,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,0.83952,0,12,12,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,58,different,4,0.14,0.41,blue,1,0.14,-0.14,black,1,-0.14,-0.14,yellow,1,-0.27,0.41,magenta,1,0.27,0.41,red,0,0.14,-0.27,cyan,0,-0.41,-0.27,orange,0,-0.27,0.27,green,0,0.05,0.05,0.15,0.14,0.41,yellow,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.03606,0,13,13,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,51,different,4,0.41,0.41,yellow,1,0.14,-0.27,red,1,-0.14,-0.27,cyan,1,-0.41,0.14,orange,1,0.14,0.41,green,0,0.27,-0.41,black,0,-0.27,-0.14,blue,0,-0.41,0.27,magenta,0,0.05,0.05,0.15,0.41,0.41,red,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.093885,0,14,14,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,94,different,8,0.41,0.27,yellow,1,0.41,-0.27,blue,1,-0.41,-0.14,magenta,1,-0.41,0.27,orange,1,0.41,0.41,red,1,0.41,-0.41,green,1,-0.14,-0.14,black,1,-0.41,0.14,cyan,1,0.05,0.05,0.15,-0.41,0.14,black,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.055905,0,15,15,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,99,different,8,0.14,0.27,blue,1,0.41,-0.41,yellow,1,-0.14,-0.14,green,1,-0.41,0.14,black,1,0.41,0.27,red,1,0.27,-0.27,magenta,1,-0.27,-0.27,orange,1,-0.27,0.27,cyan,1,0.05,0.05,0.15,0.14,0.27,black,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.219975,0,16,16,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,42,different,4,0.41,0.41,green,1,0.14,-0.14,red,1,-0.27,-0.14,cyan,1,-0.27,0.27,blue,1,0.27,0.27,orange,0,0.14,-0.27,black,0,-0.27,-0.41,yellow,0,-0.27,0.41,magenta,0,0.05,0.05,0.15,-0.27,0.27,red,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.22476,0,17,17,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,38,different,4,0.27,0.27,black,1,0.14,-0.27,green,1,-0.14,-0.27,magenta,1,-0.41,0.14,blue,1,0.14,0.41,orange,0,0.27,-0.41,yellow,0,-0.41,-0.14,cyan,0,-0.27,0.41,red,0,0.05,0.05,0.15,-0.14,-0.27,orange,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,0,2.016885,0,18,18,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,same,4,0.41,0.14,magenta,1,0.41,-0.27,blue,1,-0.27,-0.14,yellow,1,-0.14,0.41,green,1,0.41,0.27,red,0,0.14,-0.14,orange,0,-0.14,-0.14,cyan,0,-0.27,0.27,black,0,0.05,0.05,0.15,-0.14,0.41,green,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.95924,0,19,19,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,33,different,4,0.27,0.41,magenta,1,0.41,-0.41,red,1,-0.27,-0.41,yellow,1,-0.14,0.41,black,1,0.14,0.41,blue,0,0.14,-0.41,orange,0,-0.41,-0.14,cyan,0,-0.41,0.27,green,0,0.05,0.05,0.15,0.27,0.41,black,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.35241,0,20,20,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,36,different,4,0.41,0.27,magenta,1,0.27,-0.14,orange,1,-0.41,-0.41,yellow,1,-0.14,0.14,blue,1,0.14,0.41,green,0,0.27,-0.27,black,0,-0.41,-0.27,cyan,0,-0.41,0.41,red,0,0.05,0.05,0.15,0.27,-0.14,black,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.27481,0,21,21,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,111,different,8,0.27,0.14,red,1,0.41,-0.27,green,1,-0.27,-0.14,yellow,1,-0.14,0.14,orange,1,0.41,0.41,black,1,0.27,-0.27,cyan,1,-0.27,-0.41,blue,1,-0.27,0.14,magenta,1,0.05,0.05,0.15,-0.27,-0.41,red,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.139785,0,22,22,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,116,different,8,0.27,0.14,green,1,0.41,-0.14,black,1,-0.27,-0.41,magenta,1,-0.41,0.14,cyan,1,0.41,0.41,blue,1,0.41,-0.27,yellow,1,-0.41,-0.27,red,1,-0.27,0.14,orange,1,0.05,0.05,0.15,0.41,-0.27,magenta,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,0,2.033085,0,23,23,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,81,same,8,0.27,0.14,yellow,1,0.41,-0.14,blue,1,-0.41,-0.14,green,1,-0.41,0.14,orange,1,0.14,0.41,red,1,0.14,-0.27,magenta,1,-0.14,-0.27,cyan,1,-0.14,0.14,black,1,0.05,0.05,0.15,-0.41,0.14,orange,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.888965,0,24,24,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26,same,4,0.14,0.14,black,1,0.14,-0.14,red,1,-0.41,-0.14,yellow,1,-0.14,0.41,orange,1,0.27,0.14,blue,0,0.14,-0.27,magenta,0,-0.27,-0.41,green,0,-0.14,0.27,cyan,0,0.05,0.05,0.15,-0.41,-0.14,yellow,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.44756,0,25,25,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,82,same,8,0.27,0.41,yellow,1,0.14,-0.14,magenta,1,-0.14,-0.14,orange,1,-0.14,0.41,black,1,0.14,0.41,red,1,0.27,-0.14,green,1,-0.27,-0.27,cyan,1,-0.41,0.41,blue,1,0.05,0.05,0.15,0.14,-0.14,magenta,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.29516,0,26,26,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,85,same,8,0.14,0.41,green,1,0.14,-0.41,magenta,1,-0.41,-0.14,black,1,-0.14,0.27,blue,1,0.27,0.27,orange,1,0.41,-0.41,red,1,-0.27,-0.14,cyan,1,-0.41,0.27,yellow,1,0.05,0.05,0.15,0.27,0.27,orange,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.58968,0,27,27,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,97,different,8,0.27,0.27,blue,1,0.14,-0.27,orange,1,-0.14,-0.14,black,1,-0.27,0.14,cyan,1,0.14,0.14,magenta,1,0.27,-0.41,yellow,1,-0.27,-0.41,green,1,-0.41,0.14,red,1,0.05,0.05,0.15,-0.27,0.14,black,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,0,1.53623,0,28,28,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66,same,8,0.27,0.27,magenta,1,0.14,-0.41,green,1,-0.27,-0.14,yellow,1,-0.14,0.27,orange,1,0.41,0.41,red,1,0.14,-0.14,cyan,1,-0.14,-0.27,black,1,-0.27,0.41,blue,1,0.05,0.05,0.15,0.41,0.41,red,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,2.405545,0,29,29,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30,same,4,0.14,0.41,black,1,0.41,-0.27,yellow,1,-0.14,-0.27,green,1,-0.41,0.14,orange,1,0.41,0.27,blue,0,0.14,-0.41,magenta,0,-0.27,-0.27,cyan,0,-0.41,0.41,red,0,0.05,0.05,0.15,0.14,0.41,black,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.118945,0,30,30,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2,same,4,0.27,0.41,magenta,1,0.41,-0.14,red,1,-0.27,-0.14,orange,1,-0.27,0.14,blue,1,0.14,0.14,cyan,0,0.14,-0.14,green,0,-0.14,-0.14,black,0,-0.14,0.41,yellow,0,0.05,0.05,0.15,-0.27,-0.14,orange,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,2.12164,0,31,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,71,same,8,0.14,0.41,red,1,0.27,-0.14,yellow,1,-0.27,-0.41,cyan,1,-0.41,0.27,blue,1,0.41,0.27,magenta,1,0.14,-0.41,orange,1,-0.14,-0.14,black,1,-0.41,0.14,green,1,0.05,0.05,0.15,-0.41,0.27,blue,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.97429,0,32,32,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5,same,4,0.27,0.27,blue,1,0.14,-0.14,orange,1,-0.27,-0.27,black,1,-0.27,0.41,magenta,1,0.27,0.41,green,0,0.14,-0.41,cyan,0,-0.27,-0.41,yellow,0,-0.27,0.14,red,0,0.05,0.05,0.15,0.14,-0.14,orange,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.504565,0,33,33,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,75,same,8,0.41,0.27,blue,1,0.41,-0.41,black,1,-0.41,-0.41,red,1,-0.27,0.14,magenta,1,0.27,0.14,yellow,1,0.27,-0.27,cyan,1,-0.14,-0.27,green,1,-0.41,0.27,orange,1,0.05,0.05,0.15,-0.14,-0.27,green,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,0,1.10031,0,34,34,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,105,different,8,0.41,0.27,cyan,1,0.14,-0.14,magenta,1,-0.27,-0.14,blue,1,-0.41,0.41,yellow,1,0.41,0.41,red,1,0.14,-0.41,green,1,-0.27,-0.27,orange,1,-0.27,0.41,black,1,0.05,0.05,0.15,0.41,0.27,orange,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,2.71916,0,35,35,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,56,different,4,0.27,0.14,yellow,1,0.41,-0.14,blue,1,-0.14,-0.27,green,1,-0.41,0.14,cyan,1,0.14,0.14,magenta,0,0.41,-0.41,red,0,-0.41,-0.14,orange,0,-0.41,0.27,black,0,0.05,0.05,0.15,-0.14,-0.27,magenta,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,0,1.985065,0,36,36,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,118,different,8,0.14,0.14,red,1,0.27,-0.27,yellow,1,-0.27,-0.14,orange,1,-0.41,0.41,magenta,1,0.27,0.27,cyan,1,0.14,-0.41,green,1,-0.27,-0.41,blue,1,-0.41,0.14,black,1,0.05,0.05,0.15,-0.27,-0.41,black,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.2709,0,37,37,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,115,different,8,0.14,0.27,green,1,0.27,-0.41,orange,1,-0.14,-0.14,yellow,1,-0.27,0.41,magenta,1,0.27,0.14,blue,1,0.14,-0.27,red,1,-0.41,-0.14,cyan,1,-0.41,0.14,black,1,0.05,0.05,0.15,0.14,-0.27,cyan,l,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,l,1,1.79074,0,38,38,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,same,4,0.27,0.41,cyan,1,0.27,-0.41,black,1,-0.27,-0.27,yellow,1,-0.27,0.27,green,1,0.41,0.41,blue,0,0.14,-0.27,red,0,-0.14,-0.14,orange,0,-0.41,0.41,magenta,0,0.05,0.05,0.15,0.27,-0.41,black,k,271525,25,2020-08-05_21h25.57.124,CDT_GNG_IUS12,2020.1.2,Win32,60,k,1,1.775085,0,39,39,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
