key_resp_6.keys,key_resp_6.rt,Gender.keys,Gender.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,CDT_trials_train.thisRepN,CDT_trials_train.thisTrialN,CDT_trials_train.thisN,CDT_trials_train.thisIndex,CDT_trials_train.ran,trialnum,condit,stimamt,stim1posx,stim1posy,stim1col,stim1opa,stim2posx,stim2posy,stim2col,stim2opa,stim3posx,stim3posy,stim3col,stim3opa,stim4posx,stim4posy,stim4col,stim4opa,stim5posx,stim5posy,stim5col,stim5opa,stim6posx,stim6posy,stim6col,stim6opa,stim7posx,stim7posy,stim7col,stim7opa,stim8posx,stim8posy,stim8col,stim8opa,stimsizex,stimsizey,stimdur,targetposx,targetposy,targetcol,corrAns,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,key_resp.rt,CDT_trials.thisRepN,CDT_trials.thisTrialN,CDT_trials.thisN,CDT_trials.thisIndex,CDT_trials.ran,trialResp_Train.keys,trialResp_Train.corr,GNGtrials_train.thisRepN,GNGtrials_train.thisTrialN,GNGtrials_train.thisN,GNGtrials_train.thisIndex,GNGtrials_train.ran,orangeOpacity,blueOpacity,trialResp_Train.rt,trialResp.keys,trialResp.corr,trialResp.rt,GNG_trials_1.thisRepN,GNG_trials_1.thisTrialN,GNG_trials_1.thisN,GNG_trials_1.thisIndex,GNG_trials_1.ran,GNG_trials_2.thisRepN,GNG_trials_2.thisTrialN,GNG_trials_2.thisN,GNG_trials_2.thisIndex,GNG_trials_2.ran,GNG_trials_3.thisRepN,GNG_trials_3.thisTrialN,GNG_trials_3.thisN,GNG_trials_3.thisIndex,GNG_trials_3.ran,slider_2.response,slider_2.rt,engprof_trials.thisRepN,engprof_trials.thisTrialN,engprof_trials.thisN,engprof_trials.thisIndex,engprof_trials.ran,qpnumber,qproficiency,slider.response,slider.rt,IUS12_trials.thisRepN,IUS12_trials.thisTrialN,IUS12_trials.thisN,IUS12_trials.thisIndex,IUS12_trials.ran,qnumber,qenglish,key_resp_end.keys,key_resp_end.rt
,,,,,,,,,,,,57,different,4,0.14,0.41,black,1,0.14,-0.14,blue,1,-0.41,-0.14,red,1,-0.41,0.14,orange,1,0.41,0.41,magenta,0,0.41,-0.14,cyan,0,-0.14,-0.27,yellow,0,-0.27,0.41,green,0,0.05,0.05,0.15,-0.41,0.14,blue,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,0.822,0,15,15,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25,same,4,0.41,0.27,cyan,1,0.27,-0.27,yellow,1,-0.41,-0.14,black,1,-0.14,0.27,blue,1,0.41,0.14,green,0,0.14,-0.41,magenta,0,-0.41,-0.41,orange,0,-0.27,0.41,red,0,0.05,0.05,0.15,0.27,-0.27,yellow,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,0,1.399,0,16,16,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,104,different,8,0.41,0.41,cyan,1,0.41,-0.41,blue,1,-0.27,-0.14,green,1,-0.27,0.14,orange,1,0.14,0.41,red,1,0.27,-0.27,yellow,1,-0.41,-0.27,magenta,1,-0.14,0.41,black,1,0.05,0.05,0.15,-0.14,0.41,magenta,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,0.687,0,17,17,103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,same,4,0.41,0.14,magenta,1,0.41,-0.27,blue,1,-0.27,-0.14,yellow,1,-0.14,0.41,green,1,0.41,0.27,red,0,0.14,-0.14,orange,0,-0.14,-0.14,cyan,0,-0.27,0.27,black,0,0.05,0.05,0.15,-0.14,0.41,green,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,1,0.971,0,18,18,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,same,4,0.14,0.14,magenta,1,0.27,-0.14,blue,1,-0.27,-0.14,black,1,-0.27,0.27,green,1,0.41,0.41,red,0,0.27,-0.27,cyan,0,-0.14,-0.14,yellow,0,-0.27,0.41,orange,0,0.05,0.05,0.15,0.14,0.14,magenta,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,0,0.55,0,19,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,39,different,4,0.41,0.27,green,1,0.41,-0.27,yellow,1,-0.27,-0.27,orange,1,-0.14,0.14,cyan,1,0.14,0.14,magenta,0,0.27,-0.41,blue,0,-0.14,-0.27,red,0,-0.41,0.27,black,0,0.05,0.05,0.15,-0.14,0.14,green,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,1.2,0,20,20,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,83,same,8,0.14,0.27,yellow,1,0.27,-0.41,orange,1,-0.27,-0.41,green,1,-0.41,0.14,cyan,1,0.41,0.27,blue,1,0.14,-0.14,magenta,1,-0.14,-0.14,red,1,-0.41,0.41,black,1,0.05,0.05,0.15,-0.41,0.41,black,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,0,0.937,0,21,21,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,46,different,4,0.14,0.14,red,1,0.14,-0.14,green,1,-0.14,-0.41,orange,1,-0.27,0.41,blue,1,0.41,0.27,cyan,0,0.14,-0.27,magenta,0,-0.14,-0.14,black,0,-0.41,0.27,yellow,0,0.05,0.05,0.15,-0.14,-0.41,blue,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,0,0.904,0,22,22,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,81,same,8,0.27,0.14,yellow,1,0.41,-0.14,blue,1,-0.41,-0.14,green,1,-0.41,0.14,orange,1,0.14,0.41,red,1,0.14,-0.27,magenta,1,-0.14,-0.27,cyan,1,-0.14,0.14,black,1,0.05,0.05,0.15,-0.41,0.14,orange,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,0,0.874,0,23,23,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,113,different,8,0.41,0.27,magenta,1,0.27,-0.27,red,1,-0.41,-0.41,yellow,1,-0.14,0.27,green,1,0.41,0.14,orange,1,0.14,-0.41,blue,1,-0.14,-0.41,black,1,-0.41,0.27,cyan,1,0.05,0.05,0.15,0.41,0.14,yellow,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,2.116,0,24,24,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,68,same,8,0.14,0.27,green,1,0.41,-0.27,magenta,1,-0.14,-0.27,cyan,1,-0.41,0.14,red,1,0.41,0.14,yellow,1,0.27,-0.14,blue,1,-0.14,-0.41,orange,1,-0.14,0.14,black,1,0.05,0.05,0.15,0.27,-0.14,blue,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,0,0.722,0,25,25,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19,same,4,0.27,0.41,blue,1,0.14,-0.41,red,1,-0.14,-0.27,black,1,-0.14,0.27,magenta,1,0.27,0.14,yellow,0,0.27,-0.14,orange,0,-0.14,-0.41,green,0,-0.14,0.14,cyan,0,0.05,0.05,0.15,0.27,0.41,blue,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,0,0.853,0,26,26,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,108,different,8,0.27,0.41,magenta,1,0.27,-0.14,green,1,-0.14,-0.41,yellow,1,-0.41,0.41,red,1,0.41,0.27,blue,1,0.14,-0.27,cyan,1,-0.27,-0.27,orange,1,-0.41,0.14,black,1,0.05,0.05,0.15,0.27,0.41,black,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,0.739,0,27,27,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,100,different,8,0.41,0.27,black,1,0.41,-0.27,red,1,-0.14,-0.27,magenta,1,-0.14,0.27,orange,1,0.14,0.27,blue,1,0.27,-0.14,yellow,1,-0.41,-0.14,cyan,1,-0.41,0.14,green,1,0.05,0.05,0.15,0.41,0.27,orange,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,0,0.82,0,28,28,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,110,different,8,0.41,0.14,orange,1,0.27,-0.27,black,1,-0.14,-0.27,blue,1,-0.27,0.27,cyan,1,0.27,0.41,magenta,1,0.27,-0.41,red,1,-0.27,-0.41,yellow,1,-0.27,0.41,green,1,0.05,0.05,0.15,-0.27,-0.41,red,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,0.856,0,29,29,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,65,same,8,0.41,0.41,blue,1,0.27,-0.41,yellow,1,-0.27,-0.41,red,1,-0.41,0.27,cyan,1,0.14,0.27,black,1,0.27,-0.27,orange,1,-0.41,-0.41,magenta,1,-0.41,0.41,green,1,0.05,0.05,0.15,0.27,-0.27,orange,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,1,0.703,0,30,30,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6,same,4,0.41,0.27,orange,1,0.41,-0.14,magenta,1,-0.14,-0.27,black,1,-0.27,0.41,cyan,1,0.14,0.41,red,0,0.14,-0.41,blue,0,-0.14,-0.14,green,0,-0.41,0.41,yellow,0,0.05,0.05,0.15,-0.14,-0.27,black,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,1,0.675,0,31,31,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,106,different,8,0.41,0.41,black,1,0.14,-0.41,yellow,1,-0.41,-0.14,orange,1,-0.27,0.27,blue,1,0.14,0.41,red,1,0.41,-0.27,green,1,-0.14,-0.14,cyan,1,-0.14,0.14,magenta,1,0.05,0.05,0.15,-0.41,-0.14,green,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,0.883,0,32,32,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,91,different,8,0.27,0.27,red,1,0.41,-0.14,orange,1,-0.14,-0.27,green,1,-0.27,0.27,yellow,1,0.14,0.27,cyan,1,0.14,-0.14,black,1,-0.41,-0.41,blue,1,-0.14,0.41,magenta,1,0.05,0.05,0.15,-0.14,0.41,yellow,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,1.119,0,33,33,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27,same,4,0.27,0.27,yellow,1,0.27,-0.27,green,1,-0.27,-0.41,cyan,1,-0.14,0.41,black,1,0.14,0.41,blue,0,0.41,-0.14,red,0,-0.14,-0.14,orange,0,-0.27,0.41,magenta,0,0.05,0.05,0.15,0.27,-0.27,green,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,1,0.59,0,34,34,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,69,same,8,0.27,0.14,magenta,1,0.27,-0.41,yellow,1,-0.14,-0.41,green,1,-0.14,0.41,orange,1,0.14,0.41,red,1,0.14,-0.27,black,1,-0.14,-0.27,blue,1,-0.27,0.14,cyan,1,0.05,0.05,0.15,0.14,-0.27,black,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,1,0.57,0,35,35,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,73,same,8,0.14,0.14,blue,1,0.14,-0.41,yellow,1,-0.41,-0.41,red,1,-0.41,0.27,orange,1,0.27,0.41,magenta,1,0.14,-0.27,green,1,-0.41,-0.27,black,1,-0.27,0.27,cyan,1,0.05,0.05,0.15,0.27,0.41,magenta,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,1,0.888,0,36,36,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,92,different,8,0.27,0.27,yellow,1,0.14,-0.27,green,1,-0.41,-0.14,blue,1,-0.41,0.41,red,1,0.14,0.27,magenta,1,0.27,-0.14,cyan,1,-0.14,-0.14,orange,1,-0.27,0.27,black,1,0.05,0.05,0.15,-0.41,-0.14,magenta,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,0.72,0,37,37,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9,same,4,0.27,0.27,red,1,0.14,-0.27,orange,1,-0.14,-0.41,yellow,1,-0.27,0.41,blue,1,0.41,0.41,green,0,0.41,-0.41,cyan,0,-0.27,-0.41,magenta,0,-0.27,0.27,black,0,0.05,0.05,0.15,0.27,0.27,red,k,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,k,1,0.555,0,38,38,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,114,different,8,0.41,0.41,yellow,1,0.14,-0.41,red,1,-0.41,-0.41,blue,1,-0.27,0.14,cyan,1,0.41,0.27,black,1,0.27,-0.41,green,1,-0.14,-0.41,orange,1,-0.14,0.41,magenta,1,0.05,0.05,0.15,-0.14,0.41,orange,l,307342,23,2020-08-05_16h59.03.653,CDT_GNG_IUS12,2020.1.2,MacIntel,60,l,1,0.85,0,39,39,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
